ball-bearing;humidity;vibration
62.193;74.903;12.748
62.192;74.903;12.746
62.191;74.903;12.744
62.19;74.903;12.743
62.188;74.903;12.741
62.187;74.903;12.739
62.186;74.903;12.737
62.185;74.903;12.735
62.184;74.903;12.734
62.182;74.903;12.732
62.181;74.902;Dez 73
62.18;74.902;12.728
62.179;74.902;12.727
62.178;74.902;12.725
62.176;74.902;12.723
62.175;74.902;12.722
62.174;74.902;Dez 72
62.173;74.902;12.718
62.172;74.902;12.716
62.17;74.902;12.714
62.169;74.902;12.713
62.168;74.902;12.711
62.167;74.902;12.709
62.166;74.901;12.707
62.164;74.901;12.706
62.163;74.901;12.704
62.162;74.901;12.702
62.161;74.901;12. Jul
62.159;74.901;12.699
62.158;74.901;12.697
62.157;74.901;12.695
62.156;74.901;12.693
62.155;74.901;12.692
62.153;74.901;Dez 69
62.152;74.901;12.688
62.151;74.901;12.687
62.15;74.9;12.685
62.149;74.9;12.683
62.147;74.9;12.681
62.146;74.9;12.679
62.145;74.9;12.678
62.144;74.9;12.676
62.143;74.9;12.674
62.141;74.9;12.672
62.14;74.9;12.671
62.139;74.9;12.669
62.138;74.9;12.667
62.137;74.9;12.665
62.135;74.9;12.664
62.134;74.899;12.662
62.133;74.899;Dez 66
62.132;74.899;12.658
62.13;74.899;12.657
62.129;74.899;12.655
62.128;74.899;12.653
62.127;74.899;12.651
62.126;74.899;Dez 65
62.124;74.899;12.648
62.123;74.899;12.646
62.122;74.899;12.644
62.121;74.899;12.643
62.12;74.899;12.641
62.118;74.898;12.639
62.117;74.898;12.637
62.116;74.898;12.636
62.115;74.898;12.634
62.114;74.898;12.632
62.112;74.898;12.631
62.111;74.898;12.629
62.11;74.898;12.627
62.109;74.898;12.625
62.108;74.898;12.623
62.106;74.898;12.622
62.105;74.898;Dez 62
62.104;74.898;12.618
62.103;74.897;12.616
62.101;74.897;12.615
62.1;74.897;12.613
62.099;74.897;12.611
62.098;74.897;Dez 61
62.097;74.897;12.608
62.095;74.897;12.606
62.094;74.897;12.604
62.093;74.897;12.602
62.092;74.897;12.601
62.091;74.897;12.599
62.089;74.897;12.597
62.088;74.897;12.595
62.087;74.897;12.594
62.086;74.896;12.592
62.085;74.896;Dez 59
62.083;74.896;12.588
62.082;74.896;12.587
62.081;74.896;12.585
62.08;74.896;12.583
62.079;74.896;12.581
62.077;74.896;Dez 58
62.076;74.896;12.578
62.075;74.896;12.576
62.074;74.896;12.575
62.073;74.896;12.573
62.071;74.896;12.571
62.07;74.895;12.569
62.069;74.895;12.567
62.068;74.895;12.566
62.066;74.895;12.564
62.065;74.895;12.562
62.064;74.895;Dez 56
62.063;74.895;12.559
62.062;74.895;12.557
62.06;74.895;12.555
62.059;74.895;12.554
62.058;74.895;12.552
62.057;74.895;Dez 55
62.056;74.895;12.548
62.054;74.894;12.546
62.053;74.894;12.545
62.052;74.894;12.543
62.051;74.894;12.541
62.05;74.894;12.539
62.048;74.894;12.538
62.047;74.894;12.536
62.046;74.894;12.534
62.045;74.894;12.533
62.044;74.894;12.531
62.042;74.894;12.529
62.041;74.894;12.527
62.04;74.894;12.525
62.039;74.893;12.524
62.037;74.893;12.522
62.036;74.893;Dez 52
62.035;74.893;12.519
62.034;74.893;12.517
62.033;74.893;12.515
62.031;74.893;12.513
62.03;74.893;12.511
62.029;74.893;Dez 51
62.028;74.893;12.508
62.027;74.893;12.506
62.025;74.893;12.504
62.024;74.893;12.503
62.023;74.892;12.501
62.022;74.892;12.499
62.021;74.892;12.498
62.019;74.892;12.496
62.018;74.892;12.494
62.017;74.892;12.492
62.016;74.892;Dez 49
62.015;74.892;12.489
62.013;74.892;12.487
62.012;74.892;12.485
62.011;74.892;12.483
62.01;74.892;12.482
62.008;74.892;Dez 48
62.007;74.891;12.478
62.006;74.891;12.476
62.005;74.891;12.475
62.004;74.891;12.473
62.002;74.891;12.471
62.001;74.891;12.469
62;74.891;12.468
61.999;74.891;12.466
61.998;74.891;12.464
61.996;74.891;12.463
61.995;74.891;12.461
61.994;74.891;12.459
61.993;74.891;12.457
61.992;74.89;12.455
61.99;74.89;12.454
61.989;74.89;12.452
61.988;74.89;Dez 45
61.987;74.89;12.448
61.986;74.89;12.447
61.984;74.89;12.445
61.983;74.89;12.443
61.982;74.89;12.441
61.981;74.89;Dez 44
61.979;74.89;12.438
61.978;74.89;12.436
61.977;74.89;12.434
61.976;74.89;12.433
61.975;74.889;12.431
61.973;74.889;12.429
61.972;74.889;12.428
61.971;74.889;12.426
61.97;74.889;12.424
61.969;74.889;12.422
61.967;74.889;Dez 42
61.966;74.889;12.419
61.965;74.889;12.417
61.964;74.889;12.415
61.963;74.889;12.413
61.961;74.889;12.412
61.96;74.889;Dez 41
61.959;74.888;12.408
61.958;74.888;12.407
61.957;74.888;12.405
61.955;74.888;12.403
61.954;74.888;12.401
61.953;74.888;12.399
61.952;74.888;12.398
61.95;74.888;12.396
61.949;74.888;12.394
61.948;74.888;12.392
61.947;74.888;12.391
61.946;74.888;12.389
61.944;74.888;12.387
61.943;74.887;12.386
61.942;74.887;12.384
61.941;74.887;12.382
61.94;74.887;Dez 38
61.938;74.887;12.378
61.937;74.887;12.377
61.936;74.887;12.375
61.935;74.887;12.373
61.934;74.887;12.372
61.932;74.887;Dez 37
61.931;74.887;12.368
61.93;74.887;12.366
61.929;74.887;12.364
61.928;74.886;12.363
61.926;74.886;12.361
61.925;74.886;12.359
61.924;74.886;12.357
61.923;74.886;12.356
61.922;74.886;12.354
61.92;74.886;12.352
61.919;74.886;12.351
61.918;74.886;12.349
61.917;74.886;12.347
61.915;74.886;12.345
61.914;74.886;12.343
61.913;74.886;12.342
61.912;74.886;Dez 34
61.911;74.885;12.338
61.909;74.885;12.336
61.908;74.885;12.335
61.907;74.885;12.333
61.906;74.885;12.331
61.905;74.885;12.329
61.903;74.885;12.328
61.902;74.885;12.326
61.901;74.885;12.324
61.9;74.885;12.322
61.899;74.885;12.321
61.897;74.885;12.319
61.896;74.885;12.317
61.895;74.884;12.316
61.894;74.884;12.314
61.893;74.884;12.312
61.891;74.884;Dez 31
61.89;74.884;12.308
61.889;74.884;12.307
61.888;74.884;12.305
61.886;74.884;12.303
61.885;74.884;12.301
61.884;74.884;12. Mrz
61.883;74.884;12.298
61.882;74.884;12.296
61.88;74.884;12.295
61.879;74.884;12.293
61.878;74.883;12.291
61.877;74.883;12.289
61.876;74.883;12.287
61.874;74.883;12.286
61.873;74.883;12.284
61.872;74.883;12.282
61.871;74.883;Dez 28
61.87;74.883;12.279
61.868;74.883;12.277
61.867;74.883;12.275
61.866;74.883;12.274
61.865;74.883;12.272
61.864;74.883;Dez 27
61.862;74.882;12.268
61.861;74.882;12.266
61.86;74.882;12.265
61.859;74.882;12.263
61.857;74.882;12.261
61.856;74.882;Dez 26
61.855;74.882;12.258
61.854;74.882;12.256
61.853;74.882;12.254
61.851;74.882;12.252
61.85;74.882;12.251
61.849;74.882;12.249
61.848;74.882;12.247
61.847;74.882;12.245
61.845;74.881;12.244
61.844;74.881;12.242
61.843;74.881;Dez 24
61.842;74.881;12.239
61.841;74.881;12.237
61.839;74.881;12.235
61.838;74.881;12.233
61.837;74.881;12.231
61.836;74.881;Dez 23
61.835;74.881;12.228
61.833;74.881;12.226
61.832;74.881;12.224
61.831;74.881;12.223
61.83;74.88;12.221
61.828;74.88;12.219
61.827;74.88;12.218
61.826;74.88;12.216
61.825;74.88;12.214
61.824;74.88;12.212
61.822;74.88;Dez 21
61.821;74.88;12.209
61.82;74.88;12.207
61.819;74.88;12.205
61.818;74.88;12.204
61.816;74.88;12.202
61.815;74.88;12. Feb
61.814;74.88;12.198
61.813;74.879;12.197
61.812;74.879;12.195
61.81;74.879;12.193
61.809;74.879;12.191
61.808;74.879;12.189
61.807;74.879;12.188
61.806;74.879;12.186
61.804;74.879;12.184
61.803;74.879;12.183
61.802;74.879;12.181
61.801;74.879;12.179
61.799;74.879;12.177
61.798;74.879;12.175
61.797;74.878;12.174
61.796;74.878;12.172
61.795;74.878;Dez 17
61.793;74.878;12.168
61.792;74.878;12.167
61.791;74.878;12.165
61.79;74.878;12.163
61.789;74.878;12.162
61.787;74.878;Dez 16
61.786;74.878;12.158
61.785;74.878;12.156
61.784;74.878;12.154
61.783;74.878;12.153
61.781;74.878;12.151
61.78;74.877;12.149
61.779;74.877;12.148
61.778;74.877;12.146
61.777;74.877;12.144
61.775;74.877;12.142
61.774;74.877;Dez 14
61.773;74.877;12.139
61.772;74.877;12.137
61.771;74.877;12.135
61.769;74.877;12.133
61.768;74.877;12.132
61.767;74.877;Dez 13
61.766;74.877;12.128
61.764;74.876;12.127
61.763;74.876;12.125
61.762;74.876;12.123
61.761;74.876;12.121
61.76;74.876;12.119
61.758;74.876;12.118
61.757;74.876;12.116
61.756;74.876;12.114
61.755;74.876;12.112
61.754;74.876;12.111
61.752;74.876;12.109
61.751;74.876;12.107
61.75;74.876;12.105
61.749;74.876;12.104
61.748;74.875;12.102
61.746;74.875;12. Jan
61.745;74.875;12.098
61.744;74.875;12.097
61.743;74.875;12.095
61.742;74.875;12.093
61.74;74.875;12.092
61.739;74.875;12. Sep
61.738;74.875;12.088
61.737;74.875;12.086
61.735;74.875;12.084
61.734;74.875;12.083
61.733;74.875;12.081
61.732;74.874;12.079
61.731;74.874;12.077
61.729;74.874;12.076
61.728;74.874;12.074
61.727;74.874;12.072
61.726;74.874;12.071
61.725;74.874;12.069
61.723;74.874;12.067
61.722;74.874;12.065
61.721;74.874;12.063
61.72;74.874;12.062
61.719;74.874;12. Jun
61.717;74.874;12.058
61.716;74.874;12.056
61.715;74.873;12.055
61.714;74.873;12.053
61.713;74.873;12.051
61.711;74.873;12. Mai
61.71;74.873;12.048
61.709;74.873;12.046
61.708;74.873;12.044
61.706;74.873;12.042
61.705;74.873;12.041
61.704;74.873;12.039
61.703;74.873;12.037
61.702;74.873;12.036
61.7;74.873;12.034
61.699;74.872;12.032
61.698;74.872;12. Mrz
61.697;74.872;12.028
61.696;74.872;12.027
61.694;74.872;12.025
61.693;74.872;12.023
61.692;74.872;12.021
61.691;74.872;12. Feb
61.69;74.872;12.018
61.688;74.872;12.016
61.687;74.872;12.015
61.686;74.872;12.013
61.685;74.872;12.011
61.684;74.872;12.009
61.682;74.871;12.007
61.681;74.871;12.006
61.68;74.871;12.004
61.679;74.871;12.002
61.677;74.871;12
61.676;74.871;11.999
61.675;74.871;11.997
61.674;74.871;11.995
61.673;74.871;11.994
61.671;74.871;11.992
61.67;74.871;Nov 99
61.669;74.871;11.988
61.668;74.871;11.986
61.667;74.87;11.985
61.665;74.87;11.983
61.664;74.87;11.981
61.663;74.87;Nov 98
61.662;74.87;11.978
61.661;74.87;11.976
61.659;74.87;11.974
61.658;74.87;11.973
61.657;74.87;11.971
61.656;74.87;11.969
61.655;74.87;11.967
61.653;74.87;11.965
61.652;74.87;11.964
61.651;74.87;11.962
61.65;74.869;Nov 96
61.648;74.869;11.959
61.647;74.869;11.957
61.646;74.869;11.955
61.645;74.869;11.953
61.644;74.869;11.951
61.642;74.869;Nov 95
61.641;74.869;11.948
61.64;74.869;11.946
61.639;74.869;11.944
61.638;74.869;11.943
61.636;74.869;11.941
61.635;74.869;11.939
61.634;74.868;11.938
61.633;74.868;11.936
61.632;74.868;11.934
61.63;74.868;11.932
61.629;74.868;Nov 93
61.628;74.868;11.929
61.627;74.868;11.927
61.626;74.868;11.925
61.624;74.868;11.924
61.623;74.868;11.922
61.622;74.868;Nov 92
61.621;74.868;11.918
61.62;74.868;11.916
61.618;74.868;11.915
61.617;74.867;11.913
61.616;74.867;11.911
61.615;74.867;11.909
61.613;74.867;11.908
61.612;74.867;11.906
61.611;74.867;11.904
61.61;74.867;11.902
61.609;74.867;11.901
61.607;74.867;11.899
61.606;74.867;11.897
61.605;74.867;11.895
61.604;74.867;11.894
61.603;74.867;11.892
61.601;74.867;Nov 89
61.6;74.866;11.888
61.599;74.866;11.887
61.598;74.866;11.885
61.597;74.866;11.883
61.595;74.866;11.881
61.594;74.866;Nov 88
61.593;74.866;11.878
61.592;74.866;11.876
61.591;74.866;11.874
61.589;74.866;11.873
61.588;74.866;11.871
61.587;74.866;11.869
61.586;74.866;11.868
61.584;74.865;11.866
61.583;74.865;11.864
61.582;74.865;11.862
61.581;74.865;Nov 86
61.58;74.865;11.859
61.578;74.865;11.857
61.577;74.865;11.855
61.576;74.865;11.853
61.575;74.865;11.852
61.574;74.865;Nov 85
61.572;74.865;11.848
61.571;74.865;11.847
61.57;74.865;11.845
61.569;74.865;11.843
61.568;74.864;11.841
61.566;74.864;11.839
61.565;74.864;11.838
61.564;74.864;11.836
61.563;74.864;11.834
61.562;74.864;11.832
61.56;74.864;11.831
61.559;74.864;11.829
61.558;74.864;11.827
61.557;74.864;11.825
61.555;74.864;11.824
61.554;74.864;11.822
61.553;74.864;Nov 82
61.552;74.863;11.818
61.551;74.863;11.817
61.549;74.863;11.815
61.548;74.863;11.813
61.547;74.863;11.812
61.546;74.863;Nov 81
61.545;74.863;11.808
61.543;74.863;11.806
61.542;74.863;11.804
61.541;74.863;11.803
61.54;74.863;11.801
61.539;74.863;11.799
61.537;74.863;11.797
61.536;74.863;11.796
61.535;74.862;11.794
61.534;74.862;11.792
61.533;74.862;11.791
61.531;74.862;11.789
61.53;74.862;11.787
61.529;74.862;11.785
61.528;74.862;11.783
61.526;74.862;11.782
61.525;74.862;Nov 78
61.524;74.862;11.778
61.523;74.862;11.776
61.522;74.862;11.775
61.52;74.862;11.773
61.519;74.861;11.771
61.518;74.861;Nov 77
61.517;74.861;11.768
61.516;74.861;11.766
61.514;74.861;11.764
61.513;74.861;11.762
61.512;74.861;11.761
61.511;74.861;11.759
61.51;74.861;11.757
61.508;74.861;11.756
61.507;74.861;11.754
61.506;74.861;11.752
61.505;74.861;Nov 75
61.504;74.861;11.748
61.502;74.86;11.747
61.501;74.86;11.745
61.5;74.86;11.743
61.499;74.86;11.741
61.497;74.86;Nov 74
61.496;74.86;11.738
61.495;74.86;11.736
61.494;74.86;11.735
61.493;74.86;11.733
61.491;74.86;11.731
61.49;74.86;11.729
61.489;74.86;11.727
61.488;74.86;11.726
61.487;74.859;11.724
61.485;74.859;11.722
61.484;74.859;Nov 72
61.483;74.859;11.719
61.482;74.859;11.717
61.481;74.859;11.715
61.479;74.859;11.713
61.478;74.859;11.712
61.477;74.859;Nov 71
61.476;74.859;11.708
61.475;74.859;11.706
61.473;74.859;11.705
61.472;74.859;11.703
61.471;74.859;11.701
61.47;74.858;11. Jul
61.469;74.858;11.698
61.467;74.858;11.696
61.466;74.858;11.694
61.465;74.858;11.692
61.464;74.858;11.691
61.462;74.858;11.689
61.461;74.858;11.687
61.46;74.858;11.685
61.459;74.858;11.684
61.458;74.858;11.682
61.456;74.858;Nov 68
61.455;74.858;11.678
61.454;74.857;11.677
61.453;74.857;11.675
61.452;74.857;11.673
61.45;74.857;11.671
61.449;74.857;Nov 67
61.448;74.857;11.668
61.447;74.857;11.666
61.446;74.857;11.664
61.444;74.857;11.663
61.443;74.857;11.661
61.442;74.857;11.659
61.441;74.857;11.657
61.44;74.857;11.656
61.438;74.857;11.654
61.437;74.856;11.652
61.436;74.856;Nov 65
61.435;74.856;11.649
61.433;74.856;11.647
61.432;74.856;11.645
61.431;74.856;11.644
61.43;74.856;11.642
61.429;74.856;Nov 64
61.427;74.856;11.638
61.426;74.856;11.636
61.425;74.856;11.635
61.424;74.856;11.633
61.423;74.856;11.631
61.421;74.855;11.629
61.42;74.855;11.628
61.419;74.855;11.626
61.418;74.855;11.624
61.417;74.855;11.623
61.415;74.855;11.621
61.414;74.855;11.619
61.413;74.855;11.617
61.412;74.855;11.615
61.411;74.855;11.614
61.409;74.855;11.612
61.408;74.855;Nov 61
61.407;74.855;11.608
61.406;74.855;11.607
61.404;74.854;11.605
61.403;74.854;11.603
61.402;74.854;11.601
61.401;74.854;11. Jun
61.4;74.854;11.598
61.398;74.854;11.596
61.397;74.854;11.594
61.396;74.854;11.593
61.395;74.854;11.591
61.394;74.854;11.589
61.392;74.854;11.588
61.391;74.854;11.586
61.39;74.854;11.584
61.389;74.853;11.582
61.388;74.853;Nov 58
61.386;74.853;11.579
61.385;74.853;11.577
61.384;74.853;11.575
61.383;74.853;11.573
61.382;74.853;11.572
61.38;74.853;Nov 57
61.379;74.853;11.568
61.378;74.853;11.567
61.377;74.853;11.565
61.375;74.853;11.563
61.374;74.853;11.561
61.373;74.853;11.559
61.372;74.852;11.558
61.371;74.852;11.556
61.369;74.852;11.554
61.368;74.852;11.553
61.367;74.852;11.551
61.366;74.852;11.549
61.365;74.852;11.547
61.363;74.852;11.546
61.362;74.852;11.544
61.361;74.852;11.542
61.36;74.852;Nov 54
61.359;74.852;11.538
61.357;74.852;11.537
61.356;74.851;11.535
61.355;74.851;11.533
61.354;74.851;11.532
61.353;74.851;Nov 53
61.351;74.851;11.528
61.35;74.851;11.526
61.349;74.851;11.524
61.348;74.851;11.523
61.346;74.851;11.521
61.345;74.851;11.519
61.344;74.851;11.517
61.343;74.851;11.516
61.342;74.851;11.514
61.34;74.851;11.512
61.339;74.85;11.511
61.338;74.85;11.509
61.337;74.85;11.507
61.336;74.85;11.505
61.334;74.85;11.503
61.333;74.85;11.502
61.332;74.85;11. Mai
61.331;74.85;11.498
61.33;74.85;11.497
61.328;74.85;11.495
61.327;74.85;11.493
61.326;74.85;11.491
61.325;74.85;11.489
61.324;74.849;11.488
61.322;74.849;11.486
61.321;74.849;11.484
61.32;74.849;11.482
61.319;74.849;11.481
61.318;74.849;11.479
61.316;74.849;11.477
61.315;74.849;11.476
61.314;74.849;11.474
61.313;74.849;11.472
61.311;74.849;Nov 47
61.31;74.849;11.468
61.309;74.849;11.467
61.308;74.848;11.465
61.307;74.848;11.463
61.305;74.848;11.461
61.304;74.848;Nov 46
61.303;74.848;11.458
61.302;74.848;11.456
61.301;74.848;11.454
61.299;74.848;11.453
61.298;74.848;11.451
61.297;74.848;11.449
61.296;74.848;11.447
61.295;74.848;11.446
61.293;74.848;11.444
61.292;74.847;11.442
61.291;74.847;11.441
61.29;74.847;11.439
61.289;74.847;11.437
61.287;74.847;11.435
61.286;74.847;11.433
61.285;74.847;11.432
61.284;74.847;Nov 43
61.282;74.847;11.428
61.281;74.847;11.426
61.28;74.847;11.425
61.279;74.847;11.423
61.278;74.847;11.421
61.276;74.847;Nov 42
61.275;74.846;11.418
61.274;74.846;11.416
61.273;74.846;11.414
61.272;74.846;11.412
61.27;74.846;11.411
61.269;74.846;11.409
61.268;74.846;11.407
61.267;74.846;11.405
61.266;74.846;11.404
61.264;74.846;11.402
61.263;74.846;11. Apr
61.262;74.846;11.399
61.261;74.846;11.397
61.26;74.845;11.395
61.258;74.845;11.393
61.257;74.845;11.391
61.256;74.845;Nov 39
61.255;74.845;11.388
61.253;74.845;11.386
61.252;74.845;11.385
61.251;74.845;11.383
61.25;74.845;11.381
61.249;74.845;11.379
61.247;74.845;11.377
61.246;74.845;11.376
61.245;74.845;11.374
61.244;74.844;11.372
61.243;74.844;Nov 37
61.241;74.844;11.369
61.24;74.844;11.367
61.239;74.844;11.365
61.238;74.844;11.364
61.237;74.844;11.362
61.235;74.844;Nov 36
61.234;74.844;11.358
61.233;74.844;11.356
61.232;74.844;11.355
61.231;74.844;11.353
61.229;74.844;11.351
61.228;74.843;11.349
61.227;74.843;11.348
61.226;74.843;11.346
61.224;74.843;11.344
61.223;74.843;11.343
61.222;74.843;11.341
61.221;74.843;11.339
61.22;74.843;11.337
61.218;74.843;11.335
61.217;74.843;11.334
61.216;74.843;11.332
61.215;74.843;Nov 33
61.214;74.843;11.329
61.212;74.842;11.327
61.211;74.842;11.325
61.21;74.842;11.323
61.209;74.842;11.322
61.208;74.842;Nov 32
61.206;74.842;11.318
61.205;74.842;11.316
61.204;74.842;11.314
61.203;74.842;11.313
61.202;74.842;11.311
61.2;74.842;11.309
61.199;74.842;11.308
61.198;74.842;11.306
61.197;74.841;11.304
61.195;74.841;11.302
61.194;74.841;11. Mrz
61.193;74.841;11.299
61.192;74.841;11.297
61.191;74.841;11.295
61.189;74.841;11.293
61.188;74.841;11.292
61.187;74.841;Nov 29
61.186;74.841;11.288
61.185;74.841;11.287
61.183;74.841;11.285
61.182;74.841;11.283
61.181;74.84;11.281
61.18;74.84;11.279
61.179;74.84;11.278
61.177;74.84;11.276
61.176;74.84;11.274
61.175;74.84;11.273
61.174;74.84;11.271
61.173;74.84;11.269
61.171;74.84;11.267
61.17;74.84;11.265
61.169;74.84;11.264
61.168;74.84;11.262
61.167;74.84;Nov 26
61.165;74.84;11.258
61.164;74.839;11.257
61.163;74.839;11.255
61.162;74.839;11.253
61.16;74.839;11.252
61.159;74.839;Nov 25
61.158;74.839;11.248
61.157;74.839;11.246
61.156;74.839;11.244
61.154;74.839;11.243
61.153;74.839;11.241
61.152;74.839;11.239
61.151;74.839;11.237
61.15;74.839;11.236
61.148;74.838;11.234
61.147;74.838;11.232
61.146;74.838;Nov 23
61.145;74.838;11.229
61.144;74.838;11.227
61.142;74.838;11.225
61.141;74.838;11.223
61.14;74.838;11.222
61.139;74.838;Nov 22
61.138;74.838;11.218
61.136;74.838;11.217
61.135;74.838;11.215
61.134;74.838;11.213
61.133;74.837;11.211
61.131;74.837;11.209
61.13;74.837;11.208
61.129;74.837;11.206
61.128;74.837;11.204
61.127;74.837;11.202
61.125;74.837;11.201
61.124;74.837;11.199
61.123;74.837;11.197
61.122;74.837;11.196
61.121;74.837;11.194
61.119;74.837;11.192
61.118;74.837;Nov 19
61.117;74.836;11.188
61.116;74.836;11.187
61.115;74.836;11.185
61.113;74.836;11.183
61.112;74.836;11.181
61.111;74.836;Nov 18
61.11;74.836;11.178
61.109;74.836;11.176
61.107;74.836;11.175
61.106;74.836;11.173
61.105;74.836;11.171
61.104;74.836;11.169
61.102;74.836;11.167
61.101;74.835;11.166
61.1;74.835;11.164
61.099;74.835;11.162
61.098;74.835;11.161
61.096;74.835;11.159
61.095;74.835;11.157
61.094;74.835;11.155
61.093;74.835;11.153
61.092;74.835;11.152
61.09;74.835;Nov 15
61.089;74.835;11.148
61.088;74.835;11.146
61.087;74.835;11.145
61.086;74.834;11.143
61.084;74.834;11.141
61.083;74.834;Nov 14
61.082;74.834;11.138
61.081;74.834;11.136
61.08;74.834;11.134
61.078;74.834;11.132
61.077;74.834;11.131
61.076;74.834;11.129
61.075;74.834;11.127
61.073;74.834;11.125
61.072;74.834;11.124
61.071;74.834;11.122
61.07;74.834;11. Dez
61.069;74.833;11.119
61.067;74.833;11.117
61.066;74.833;11.115
61.065;74.833;11.113
61.064;74.833;11.111
61.063;74.833;11. Nov
61.061;74.833;11.108
61.06;74.833;11.106
61.059;74.833;11.105
61.058;74.833;11.103
61.057;74.833;11.101
61.055;74.833;11.099
61.054;74.833;11.098
61.053;74.832;11.096
61.052;74.832;11.094
61.051;74.832;11.092
61.049;74.832;11. Sep
61.048;74.832;11.089
61.047;74.832;11.087
61.046;74.832;11.085
61.044;74.832;11.084
61.043;74.832;11.082
61.042;74.832;11. Aug
61.041;74.832;11.078
61.04;74.832;11.076
61.038;74.832;11.075
61.037;74.831;11.073
61.036;74.831;11.071
61.035;74.831;11.069
61.034;74.831;11.068
61.032;74.831;11.066
61.031;74.831;11.064
61.03;74.831;11.063
61.029;74.831;11.061
61.028;74.831;11.059
61.026;74.831;11.057
61.025;74.831;11.055
61.024;74.831;11.054
61.023;74.831;11.052
61.022;74.83;11. Mai
61.02;74.83;11.049
61.019;74.83;11.047
61.018;74.83;11.045
61.017;74.83;11.043
61.016;74.83;11.041
61.014;74.83;11. Apr
61.013;74.83;11.038
61.012;74.83;11.036
61.011;74.83;11.034
61.009;74.83;11.033
61.008;74.83;11.031
61.007;74.83;11.029
61.006;74.829;11.027
61.005;74.829;11.026
61.003;74.829;11.024
61.002;74.829;11.022
61.001;74.829;11. Feb
61;74.829;11.019
60.999;74.829;11.017
60.997;74.829;11.015
60.996;74.829;11.013
60.995;74.829;11.012
60.994;74.829;11. Jan
60.993;74.829;11.008
60.991;74.829;11.006
60.99;74.828;11.005
60.989;74.828;11.003
60.988;74.828;11.001
60.987;74.828;10.999
60.985;74.828;10.998
60.984;74.828;10.996
60.983;74.828;10.994
60.982;74.828;10.993
60.98;74.828;10.991
60.979;74.828;10.989
60.978;74.828;10.987
60.977;74.828;10.985
60.976;74.828;10.984
60.974;74.828;10.982
60.973;74.827;Okt 98
60.972;74.827;10.978
60.971;74.827;10.977
60.97;74.827;10.975
60.968;74.827;10.973
60.967;74.827;10.972
60.966;74.827;Okt 97
60.965;74.827;10.968
60.964;74.827;10.966
60.962;74.827;10.964
60.961;74.827;10.963
60.96;74.827;10.961
60.959;74.827;10.959
60.958;74.826;10.957
60.956;74.826;10.956
60.955;74.826;10.954
60.954;74.826;10.952
60.953;74.826;Okt 95
60.951;74.826;10.949
60.95;74.826;10.947
60.949;74.826;10.945
60.948;74.826;10.943
60.947;74.826;10.942
60.945;74.826;Okt 94
60.944;74.826;10.938
60.943;74.826;10.937
60.942;74.825;10.935
60.941;74.825;10.933
60.939;74.825;10.931
60.938;74.825;10.929
60.937;74.825;10.928
60.936;74.825;10.926
60.935;74.825;10.924
60.933;74.825;10.922
60.932;74.825;10.921
60.931;74.825;10.919
60.93;74.825;10.917
60.929;74.825;10.916
60.927;74.825;10.914
60.926;74.824;10.912
60.925;74.824;Okt 91
60.924;74.824;10.908
60.922;74.824;10.907
60.921;74.824;10.905
60.92;74.824;10.903
60.919;74.824;10.901
60.918;74.824;10. Sep
60.916;74.824;10.898
60.915;74.824;10.896
60.914;74.824;10.895
60.913;74.824;10.893
60.912;74.824;10.891
60.91;74.823;10.889
60.909;74.823;10.887
60.908;74.823;10.886
60.907;74.823;10.884
60.906;74.823;10.882
60.904;74.823;10.881
60.903;74.823;10.879
60.902;74.823;10.877
60.901;74.823;10.875
60.9;74.823;10.873
60.898;74.823;10.872
60.897;74.823;Okt 87
60.896;74.823;10.868
60.895;74.822;10.866
60.893;74.822;10.865
60.892;74.822;10.863
60.891;74.822;10.861
60.89;74.822;Okt 86
60.889;74.822;10.858
60.887;74.822;10.856
60.886;74.822;10.854
60.885;74.822;10.852
60.884;74.822;10.851
60.883;74.822;10.849
60.881;74.822;10.847
60.88;74.822;10.845
60.879;74.821;10.844
60.878;74.821;10.842
60.877;74.821;Okt 84
60.875;74.821;10.838
60.874;74.821;10.837
60.873;74.821;10.835
60.872;74.821;10.833
60.871;74.821;10.831
60.869;74.821;Okt 83
60.868;74.821;10.828
60.867;74.821;10.826
60.866;74.821;10.825
60.865;74.821;10.823
60.863;74.821;10.821
60.862;74.82;10.819
60.861;74.82;10.817
60.86;74.82;10.816
60.858;74.82;10.814
60.857;74.82;10.812
60.856;74.82;Okt 81
60.855;74.82;10.809
60.854;74.82;10.807
60.852;74.82;10.805
60.851;74.82;10.803
60.85;74.82;10.802
60.849;74.82;10. Aug
60.848;74.82;10.798
60.846;74.819;10.796
60.845;74.819;10.795
60.844;74.819;10.793
60.843;74.819;10.791
60.842;74.819;10.789
60.84;74.819;10.788
60.839;74.819;10.786
60.838;74.819;10.784
60.837;74.819;10.782
60.836;74.819;10.781
60.834;74.819;10.779
60.833;74.819;10.777
60.832;74.819;10.775
60.831;74.818;10.774
60.829;74.818;10.772
60.828;74.818;Okt 77
60.827;74.818;10.769
60.826;74.818;10.767
60.825;74.818;10.765
60.823;74.818;10.763
60.822;74.818;10.761
60.821;74.818;Okt 76
60.82;74.818;10.758
60.819;74.818;10.756
60.817;74.818;10.754
60.816;74.818;10.753
60.815;74.817;10.751
60.814;74.817;10.749
60.813;74.817;10.748
60.811;74.817;10.746
60.81;74.817;10.744
